pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
98	S1S2_intra	Four kids are doing backbends in the park	S2_lex	Four children are doing backbends in the park	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	Four children do backbends in the park.	Four children do backbends in the park.	FLICKR	FLICKR	TRAIN
99	S1S3_intra	Four children are doing backbends in the gym	S3_so	Four children are doing backbends in the park	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	Four children do backbends in the park.	Four children do backbends in the park.	FLICKR	FLICKR	TRAIN
100	S1S2_intra	Four girls are doing backbends and playing in the garden	S2_lex	Four girls are doing backbends and playing outdoors	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	Four girls do backbends while playing outdoors.	Four girls do backbends while playing outdoors.	FLICKR	FLICKR	TRAIN
101	S1S3_intra	Four girls are doing backbends and playing outdoors	S1_null	Four girls are doing backbends and playing indoors	S3_so	4	NEUTRAL	A_neutral_B	B_neutral_A	Four girls do backbends while playing outdoors.	Four girls do backbends while playing outdoors.	FLICKR	FLICKR	TEST
102	S1S2_inter	Four girls are doing backbends and playing in the garden	S2_null	Four children are doing backbends in the park	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	Four children do backbends in the park.	Four girls do backbends while playing outdoors.	FLICKR	FLICKR	TEST
103	S1S3_inter	Four girls are doing backbends and playing indoors	S3_null	Four children are doing backbends in the park	S1_null	3.7	NEUTRAL	A_contradicts_B	B_neutral_A	Four girls do backbends while playing outdoors.	Four children do backbends in the park.	FLICKR	FLICKR	TEST
104	S1S2_inter	Four kids are doing backbends in the park	S2_null	Four girls are doing backbends and playing outdoors	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	Four girls do backbends while playing outdoors.	Four children do backbends in the park.	FLICKR	FLICKR	TEST
105	S1S3_inter	Four children are doing backbends in the gym	S3_null	Four girls are doing backbends and playing outdoors	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	Four girls do backbends while playing outdoors.	Four children do backbends in the park.	FLICKR	FLICKR	TRIAL
106	S1S1_inter	Four girls are doing backbends and playing outdoors	S1_null	Four children are doing backbends in the park	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	Four children do backbends in the park.	Four girls do backbends while playing outdoors.	FLICKR	FLICKR	TEST
107	S1S2_intra	A man who is playing is running with the ball in his hands	S2_expn	A player is running with the ball	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	A running back running with the football.	A running back running with the football.	FLICKR	FLICKR	TRAIN
108	S1S3_intra	A player is throwing the ball	S3_so	A player is running with the ball	S1_null	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	A running back running with the football.	A running back running with the football.	FLICKR	FLICKR	TEST
109	S1S2_intra	Two groups of people are playing football	S2_lex	Two teams are competing in a football match	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	Two teams compete in football.	Two teams compete in football.	FLICKR	FLICKR	TEST
110	S1S3_intra	Two teams are competing in a football match	S1_null	Two teams are competing in a baseball game	S3_so	3.9	NEUTRAL	A_neutral_B	B_neutral_A	Two teams compete in football.	Two teams compete in football.	FLICKR	FLICKR	TEST
111	S1S4_intra	Two teams are competing in a football match	S1_null	Football is being played by two competing teams	S4_ws	4.8	ENTAILMENT	A_entails_B	B_entails_A	Two teams compete in football.	Two teams compete in football.	FLICKR	FLICKR	TEST
112	S1S2_inter	Two groups of people are playing football	S2_null	A player is running with the ball	S1_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TRAIN
113	S1S3_inter	Two teams are competing in a baseball game	S3_null	A player is running with the ball	S1_null	3	NEUTRAL	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TRAIN
114	S1S4_inter	A player is running with the ball	S1_null	Football is being played by two competing teams	S4_null	3	NEUTRAL	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TEST
115	S1S2_inter	Two teams are competing in a football match	S1_null	A man who is playing is running with the ball in his hands	S2_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	Two teams compete in football.	A running back running with the football.	FLICKR	FLICKR	TEST
116	S1S3_inter	A player is throwing the ball	S3_null	Two teams are competing in a football match	S1_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	Two teams compete in football.	A running back running with the football.	FLICKR	FLICKR	TRIAL
117	S1S1_inter	A player is running with the ball	S1_null	Two teams are competing in a football match	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TRAIN
118	S1S2_intra	Five children are standing in front of a wooden hut	S1_null	Five children are standing in front of a hut made of wood	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TEST
119	S1S3_intra	Five children are standing in front of a wooden hut	S1_null	Five children are standing in a wooden hut	S3_so	4.2	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRIAL
120	S1S4_intra	Five wooden stands are in front of each child's hut	S4_ws	Five children are standing in front of a wooden hut	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRAIN
121	S1S2_intra	Five kids are standing close together and one kid has a gun	S1_null	Five kids are standing close together and one kid has a weapon	S2_lex	4.8	ENTAILMENT	A_entails_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
122	S1S3_intra	Five kids are standing close together and one kid has a gun	S1_null	Five kids are standing close together and none of the kids has a gun	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TRAIN
123	S1S2_inter	Five children are standing in front of a wooden hut	S1_null	Five kids are standing close together and one kid has a weapon	S2_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
124	S1S3_inter	Five kids are standing close together and none of the kids has a gun	S3_null	Five children are standing in front of a wooden hut	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TRAIN
125	S1S2_inter	Five children are standing in front of a hut made of wood	S2_null	Five kids are standing close together and one kid has a gun	S1_null	3	NEUTRAL	A_neutral_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TEST
126	S1S3_inter	Five children are standing in a wooden hut	S3_null	Five kids are standing close together and one kid has a gun	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRAIN
127	S1S4_inter	Five wooden stands are in front of each child's hut	S4_null	Five kids are standing close together and one kid has a gun	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRAIN
128	S1S1_inter	Five children are standing in front of a wooden hut	S1_null	Five kids are standing close together and one kid has a gun	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
129	S1S2_intra	An old man is sitting in a field	S2_aa	A man is sitting in a field	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	A man sitting cross-legged in a field	A man sitting cross-legged in a field	FLICKR	FLICKR	TRAIN
130	S1S3_intra	A man is sitting in a field	S1_null	A man is running in a field	S3_so	2.6	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A man sitting cross-legged in a field	FLICKR	FLICKR	TRAIN
131	S1S2_intra	A person is wearing a hat and is sitting on the grass	S1_null	A person is sitting in a field and is wearing a hat	S2_lex	4.1	NEUTRAL	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
132	S1S3_intra	A person is wearing a hat and is sitting on the grass	S1_null	There is no person wearing a hat and sitting on the grass	S3_od	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
133	S1S4_intra	A person is sitting and wearing a grass hat	S4_ws	A person is wearing a hat and is sitting on the grass	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
134	S1S2_inter	A person is sitting in a field and is wearing a hat	S2_null	A man is sitting in a field	S1_null	4	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
135	S1S3_inter	A man is sitting in a field	S1_null	There is no person wearing a hat and sitting on the grass	S3_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
136	S1S4_inter	A person is sitting and wearing a grass hat	S4_null	A man is sitting in a field	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
137	S1S2_inter	An old man is sitting in a field	S2_null	A person is wearing a hat and is sitting on the grass	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A man sitting cross-legged in a field	FLICKR	FLICKR	TEST
138	S1S3_inter	A person is wearing a hat and is sitting on the grass	S1_null	A man is running in a field	S3_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A man sitting cross-legged in a field	FLICKR	FLICKR	TEST
139	S1S1_inter	A man is sitting in a field	S1_null	A person is wearing a hat and is sitting on the grass	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
140	S1S2_intra	The current is being ridden by a group of friends in a raft	S2_top	A group of friends are riding the current in a raft	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	A group of friends ride the current in a raft.	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
141	S1S3_intra	A group of friends are riding the current in a raft	S1_null	A group is not riding the current in a raft	S3_inv	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	A group of friends ride the current in a raft.	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
142	S1S2_intra	This group of people is practicing water safety and wearing preservers	S1_null	Preservers are being worn by a group of people who are practicing water safety	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
143	S1S3_intra	Nobody is practicing water safety and wearing preservers	S3_od	This group of people is practicing water safety and wearing preservers	S1_null	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
144	S1S2_inter	A group of friends are riding the current in a raft	S1_null	Preservers are being worn by a group of people who are practicing water safety	S2_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
145	S1S3_inter	Nobody is practicing water safety and wearing preservers	S3_null	A group of friends are riding the current in a raft	S1_null	2.2	NEUTRAL	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
146	S1S2_inter	The current is being ridden by a group of friends in a raft	S2_null	This group of people is practicing water safety and wearing preservers	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
147	S1S3_inter	A group is not riding the current in a raft	S3_null	This group of people is practicing water safety and wearing preservers	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	A group of friends ride the current in a raft.	FLICKR	FLICKR	TEST
